eta;professione;stato_civile;istruzione;default;prestito_casa;prestito_personale;mese;giorno_settimana;campagne;giorni_p;precedente;outcome_p;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
35;technician;married;high.school;unknown;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
40;admin.;married;high.school;unknown;no;yes;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
35;management;married;professional.course;no;no;yes;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;university.degree;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
37;admin.;single;university.degree;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
37;blue-collar;married;high.school;unknown;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
42;blue-collar;married;basic.4y;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
49;blue-collar;single;unknown;unknown;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
38;admin.;married;high.school;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
38;admin.;married;high.school;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;technician;married;university.degree;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36;blue-collar;married;basic.9y;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
31;services;married;high.school;no;no;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
38;blue-collar;single;high.school;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
35;management;married;professional.course;no;unknown;unknown;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
29;blue-collar;married;basic.9y;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
33;admin.;married;basic.9y;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
27;services;single;high.school;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
46;admin.;married;high.school;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
37;admin.;married;high.school;unknown;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
42;blue-collar;married;professional.course;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;technician;married;professional.course;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
32;blue-collar;married;basic.9y;unknown;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
39;services;married;high.school;unknown;yes;yes;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36;admin.;married;university.degree;no;yes;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
29;services;married;basic.9y;no;no;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
30;admin.;single;high.school;no;no;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
37;admin.;married;university.degree;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
31;self-employed;single;high.school;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
39;blue-collar;married;basic.9y;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
30;services;divorced;high.school;no;unknown;unknown;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
34;admin.;single;university.degree;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
28;services;married;high.school;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
37;blue-collar;married;high.school;unknown;no;yes;may;fri;5;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
35;services;married;high.school;no;yes;no;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
37;blue-collar;married;basic.9y;no;no;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
33;technician;married;professional.course;no;no;yes;may;fri;6;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
47;services;married;high.school;no;no;yes;may;fri;2;999;2;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36;blue-collar;married;basic.9y;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
34;admin.;married;high.school;unknown;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
46;services;married;basic.4y;no;yes;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
33;blue-collar;married;high.school;unknown;no;yes;may;fri;5;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
35;admin.;single;university.degree;no;no;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
27;technician;married;professional.course;no;no;yes;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
49;blue-collar;married;basic.9y;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
29;blue-collar;married;basic.9y;no;no;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
30;services;single;high.school;unknown;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
43;blue-collar;married;basic.6y;no;yes;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
58;management;single;university.degree;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;yes
45;blue-collar;single;professional.course;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
44;admin.;divorced;high.school;no;yes;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
39;blue-collar;married;basic.9y;unknown;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
28;admin.;married;high.school;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
42;management;divorced;high.school;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
38;admin.;married;high.school;no;unknown;unknown;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
52;services;married;high.school;no;no;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
37;blue-collar;married;basic.4y;no;yes;yes;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
54;technician;married;university.degree;unknown;no;no;may;fri;7;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
32;technician;single;university.degree;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
35;entrepreneur;married;university.degree;no;yes;yes;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
33;admin.;single;university.degree;no;yes;yes;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;yes
57;services;divorced;unknown;no;no;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
43;blue-collar;married;basic.4y;unknown;no;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
32;admin.;married;high.school;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
30;admin.;married;university.degree;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
25;admin.;single;high.school;no;no;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;yes
44;blue-collar;married;basic.4y;unknown;no;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
45;technician;single;university.degree;no;no;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.4y;unknown;yes;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
35;blue-collar;married;basic.6y;unknown;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
35;admin.;married;university.degree;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
36;entrepreneur;divorced;basic.6y;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;management;married;university.degree;no;yes;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
32;services;single;high.school;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
54;technician;married;university.degree;unknown;yes;no;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36;admin.;single;university.degree;no;no;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
42;blue-collar;married;basic.9y;no;yes;no;may;fri;7;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
30;blue-collar;married;basic.9y;no;yes;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
28;services;married;high.school;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
50;blue-collar;married;basic.4y;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
37;blue-collar;married;high.school;no;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
35;admin.;married;university.degree;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
44;services;married;high.school;no;no;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
59;admin.;married;university.degree;no;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
32;blue-collar;married;basic.9y;unknown;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36;admin.;married;university.degree;no;no;yes;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
29;blue-collar;single;basic.4y;unknown;yes;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
30;admin.;married;university.degree;no;no;no;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
29;admin.;single;high.school;no;no;no;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
32;admin.;married;university.degree;no;no;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
30;technician;married;professional.course;no;yes;no;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
43;blue-collar;married;basic.9y;unknown;yes;no;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
49;technician;married;professional.course;no;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.9y;unknown;yes;yes;may;fri;4;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
37;unemployed;married;basic.9y;no;yes;yes;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
35;admin.;single;high.school;no;no;no;may;fri;5;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
36;services;married;high.school;unknown;no;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;admin.;married;basic.9y;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
29;services;divorced;high.school;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
36;services;married;high.school;unknown;no;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
36;services;married;high.school;unknown;yes;yes;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
29;services;divorced;high.school;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
44;blue-collar;married;basic.9y;no;no;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.9y;no;no;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
47;blue-collar;married;basic.4y;unknown;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
47;blue-collar;married;basic.4y;unknown;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
44;blue-collar;married;basic.9y;no;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
47;blue-collar;married;high.school;no;yes;yes;may;fri;6;6;1;success;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.9y;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
38;blue-collar;married;professional.course;no;yes;no;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
33;blue-collar;married;professional.course;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.9y;no;no;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;yes
52;admin.;married;high.school;no;yes;yes;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
32;blue-collar;single;basic.6y;no;yes;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
34;blue-collar;married;basic.9y;no;no;no;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
28;unemployed;married;basic.9y;no;yes;no;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1;no
34;admin.;married;basic.9y;no;unknown;unknown;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
34;technician;married;basic.9y;no;yes;yes;may;mon;4;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
34;self-employed;single;university.degree;no;yes;no;may;mon;3;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
53;self-employed;divorced;basic.4y;no;no;no;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
26;blue-collar;married;basic.6y;no;no;no;may;mon;7;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
41;housemaid;single;university.degree;no;yes;no;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
43;blue-collar;married;basic.9y;unknown;yes;no;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
29;entrepreneur;married;basic.4y;unknown;no;no;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
44;technician;married;professional.course;no;no;no;may;mon;6;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
34;unemployed;single;high.school;no;yes;no;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
29;blue-collar;single;high.school;no;yes;no;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
34;technician;single;professional.course;no;yes;no;may;mon;6;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
54;management;married;high.school;unknown;no;no;may;mon;5;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
30;management;married;university.degree;no;yes;no;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
38;entrepreneur;single;university.degree;no;yes;no;may;mon;4;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
50;blue-collar;married;unknown;unknown;yes;yes;may;mon;8;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;admin.;married;high.school;no;no;no;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
29;services;single;high.school;no;yes;no;may;mon;8;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
56;services;divorced;high.school;unknown;yes;no;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
39;admin.;married;university.degree;no;yes;no;may;mon;7;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
44;services;married;basic.9y;no;yes;no;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
31;technician;married;university.degree;no;yes;no;may;mon;8;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
32;blue-collar;single;high.school;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;services;married;basic.9y;no;yes;yes;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
43;services;divorced;professional.course;no;no;no;may;mon;6;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
45;blue-collar;married;basic.6y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
30;blue-collar;married;basic.9y;unknown;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
54;management;married;basic.6y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
34;technician;single;professional.course;no;no;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
39;blue-collar;married;basic.4y;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
31;admin.;married;university.degree;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
44;admin.;married;basic.9y;no;yes;no;may;mon;1;999;2;failure;-1.8;92.893;-46.2;1.299;5099.1;no
34;blue-collar;single;basic.6y;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
31;services;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
25;blue-collar;single;high.school;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
35;blue-collar;married;basic.6y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
43;blue-collar;married;basic.4y;unknown;unknown;unknown;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
40;technician;married;professional.course;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
29;admin.;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
44;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
33;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
33;admin.;single;university.degree;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;yes
33;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
34;services;married;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
33;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;admin.;married;high.school;unknown;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
35;management;single;university.degree;no;unknown;unknown;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
30;admin.;married;high.school;no;yes;no;may;mon;7;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
53;blue-collar;single;basic.4y;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
35;technician;married;university.degree;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
42;blue-collar;married;basic.4y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
26;admin.;single;university.degree;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
42;blue-collar;married;basic.4y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
24;services;single;high.school;no;yes;yes;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
42;services;single;high.school;no;yes;no;may;mon;5;999;2;failure;-1.8;92.893;-46.2;1.299;5099.1;no
29;admin.;divorced;basic.9y;no;no;no;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
34;admin.;married;high.school;no;yes;yes;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
39;admin.;married;university.degree;no;no;no;may;mon;5;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
29;admin.;married;high.school;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
26;admin.;single;university.degree;no;yes;yes;may;mon;7;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
27;admin.;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;admin.;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
34;admin.;married;university.degree;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
26;student;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;admin.;single;high.school;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
32;self-employed;single;university.degree;no;yes;no;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
26;admin.;single;university.degree;no;no;no;may;mon;4;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
26;student;single;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
33;self-employed;single;university.degree;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
30;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
32;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;management;single;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;management;single;basic.9y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
30;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
40;blue-collar;married;basic.4y;no;no;no;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
27;entrepreneur;married;university.degree;no;no;yes;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
30;services;single;high.school;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
23;blue-collar;single;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
25;admin.;married;university.degree;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
48;technician;married;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;services;married;high.school;no;no;no;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
23;blue-collar;single;basic.9y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;entrepreneur;married;basic.9y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
32;blue-collar;married;basic.4y;no;no;no;may;mon;7;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
49;admin.;divorced;high.school;no;no;no;may;mon;3;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
37;entrepreneur;married;basic.9y;no;no;no;may;mon;1;9;1;success;-1.8;92.893;-46.2;1.299;5099.1;no
30;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;yes
23;blue-collar;single;basic.9y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;yes
35;blue-collar;married;unknown;no;yes;no;may;mon;8;10;1;success;-1.8;92.893;-46.2;1.299;5099.1;no
37;entrepreneur;married;basic.9y;no;yes;no;may;mon;1;999;2;failure;-1.8;92.893;-46.2;1.299;5099.1;no
31;technician;single;university.degree;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
53;self-employed;married;basic.4y;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
36;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
32;admin.;married;high.school;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;yes
47;blue-collar;married;basic.4y;unknown;yes;yes;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
41;blue-collar;married;basic.6y;unknown;yes;no;may;mon;8;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
33;services;single;high.school;no;yes;no;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
38;admin.;divorced;high.school;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
36;blue-collar;married;basic.6y;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
38;admin.;divorced;high.school;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
44;blue-collar;married;basic.9y;no;yes;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;no
32;admin.;married;high.school;no;yes;no;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
31;technician;single;university.degree;no;no;no;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;yes
52;services;married;high.school;unknown;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
37;admin.;married;high.school;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
31;admin.;married;high.school;no;yes;yes;may;mon;5;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
36;blue-collar;married;basic.6y;no;no;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
32;technician;single;professional.course;no;yes;no;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1;no
